Season,TeamA,TeamAState,TeamB,TeamBState,HomeScore,VisitorScore,Margin,Distance
10/19/2013,Wyoming,Wyoming,Colorado State,Colorado,22,52,-30,394.5
10/19/2013,Texas A+M,Texas,Auburn,Alabama,41,45,-4,829.8
10/19/2013,Oregon,Oregon,Washington State,Washington,62,38,24,359
10/19/2013,Michigan,Michigan,Indiana,Indiana,63,47,16,324.9
10/19/2013,Georgia Tech,Georgia,Syracuse,New York,56,0,56,921.1
10/19/2013,California,California,Oregon State,Oregon,17,49,-32,667
10/19/2013,Ohio State,Ohio,Iowa,Iowa,34,24,10,616.3
10/19/2013,Alabama,Alabama,Arkansas,Arkansas,52,0,52,431.5
10/19/2013,Tennessee,Tennessee,South Carolina,South Carolina,23,21,2,428.2
10/19/2013,Arizona State,Arizona,Washington,Washington,53,24,29,1441.1
10/19/2013,Louisiana Tech,Louisiana,North Texas,Texas,13,28,-15,570.2
10/19/2013,South Alabama,Alabama,Kent State,Ohio,38,21,17,704.4
10/19/2013,New Mexico,New Mexico,Utah State,Utah,10,45,-35,602.1
10/19/2013,Missouri,Missouri,Florida,Florida,36,17,19,1160.8
10/19/2013,Mississippi,Mississippi,Louisiana State,Louisiana,27,24,3,232.7
10/19/2013,Houston,Texas,Brigham Young,Utah,46,47,-1,1018
10/19/2013,Buffalo,New York,Massachusetts,Massachusetts,32,3,29,203.2
10/19/2013,Texas State,Texas,Georgia State,Georgia,24,17,7,1158.4
10/19/2013,Miami-Ohio,Ohio,Akron,Ohio,17,24,-7,100
10/19/2013,Baylor,Texas,Iowa State,Iowa,71,7,64,915.8
10/19/2013,Kansas,Kansas,Oklahoma,Oklahoma,19,34,-15,357
10/19/2013,Oklahoma State,Oklahoma,Texas Christian,Texas,24,10,14,341.4
10/19/2013,Stanford,California,U.C.L.A.,California,24,10,14,100
10/19/2013,Notre Dame,Indiana,Southern Cal,California,14,10,4,2084.2
10/19/2013,New Mexico State,New Mexico,Rice,Texas,19,45,-26,449.2
10/19/2013,Boise State,Montana,Nevada-Reno,Nevada,34,17,17,890.8
10/19/2013,Illinois,Illinois,Wisconsin,Wisconsin,32,56,-24,260.3
10/19/2013,Vanderbilt,Tennessee,Georgia,Georgia,31,27,4,376.4
10/19/2013,Arizona,Arizona,Utah,Utah,35,24,11,571.3
10/19/2013,Fresno State,California,Nevada-Las Vegas,Nevada,38,14,24,556.6
10/19/2013,Pittsburgh,Pennsylvania,Old Dominion,Virginia,35,24,11,376.3
10/19/2013,Colorado,Colorado,Charleston Southern,South Carolina,43,10,33,1671.8
10/18/2013,Louisville,Kentucky,U-C-F,Florida,35,38,-3,861.1
10/17/2013,North Carolina,North Carolina,Miami-Florida,Florida,23,27,-4,656.8
10/15/2013,Western Kentucky,Kentucky,UL-Lafayette,Louisiana,20,37,-17,825.2
10/12/2013,Texas,Texas,Oklahoma,Oklahoma,36,20,16,330.7
10/12/2013,Michigan State,Michigan,Indiana,Indiana,42,28,14,324.9
10/12/2013,Virginia Tech,Virginia,Pittsburgh,Pennsylvania,19,9,10,376.3
10/12/2013,Massachusetts,Massachusetts,Miami-Ohio,Ohio,17,10,7,738.3
10/12/2013,Clemson,South Carolina,Boston College,Massachusetts,24,14,10,926
10/12/2013,Western Michigan,Michigan,Buffalo,New York,0,33,-33,816.4
10/12/2013,Ohio,Ohio,Central Michigan,Michigan,23,26,-3,367
10/12/2013,Army,New York,Eastern Michigan,Michigan,50,25,25,816.4
10/12/2013,Maryland,Maryland,Virginia,Virginia,27,26,1,216.9
10/12/2013,Connecticut,Connecticut,South Florida,Florida,10,13,-3,1247.3
10/12/2013,Duke,North Carolina,Navy,Maryland,35,7,28,314.4
10/12/2013,Georgia State,Georgia,Troy,Alabama,28,35,-7,277.8
10/12/2013,Mississippi,Mississippi,Texas A+M,Texas,38,41,-3,673.3
10/12/2013,Ball State,Indiana,Kent State,Ohio,27,24,3,240.7
10/12/2013,Mississippi State,Mississippi,Bowling Green,Kentucky,21,20,1,593.6
10/12/2013,Northern Illinois,Illinois,Akron,Ohio,27,20,7,412.1
10/12/2013,Texas Tech,Texas,Iowa State,Iowa,42,35,7,915.8
10/12/2013,Texas-San Antonio,Texas,Rice,Texas,21,27,-6,100
10/12/2013,Wyoming,Wyoming,New Mexico,New Mexico,38,31,7,796.2
10/12/2013,Utah,Utah,Stanford,California,27,21,6,793.2
10/12/2013,Brigham Young,Utah,Georgia Tech,Georgia,38,20,18,2007.9
10/12/2013,Purdue,Indiana,Nebraska,Nebraska,7,44,-37,855.8
10/12/2013,Georgia,Georgia,Missouri,Missouri,26,41,-15,819.1
10/12/2013,Kansas State,Kansas,Baylor,Texas,25,35,-10,640.8
10/12/2013,Louisiana State,Louisiana,Florida,Florida,17,6,11,835.9
10/12/2013,Arizona State,Arizona,Colorado,Colorado,54,13,41,836
10/12/2013,Washington,Washington,Oregon,Oregon,24,45,-21,359
10/12/2013,U.C.L.A.,California,California,California,37,10,27,100
10/12/2013,Wisconsin,Wisconsin,Northwestern,Illinois,35,6,29,260.3
10/12/2013,Tulane,Louisiana,East Carolina,North Carolina,36,33,3,946.9
10/12/2013,Arkansas,Arkansas,South Carolina,South Carolina,7,52,-45,699.1
10/12/2013,Kentucky,Kentucky,Alabama,Alabama,7,48,-41,499.6
10/12/2013,Colorado State,Colorado,San Jose State,California,27,34,-7,1174
10/12/2013,Arkansas State,Arkansas,Idaho,Idaho,48,24,24,1807.6
10/12/2013,Penn State,Pennsylvania,Michigan,Michigan,43,40,3,636.3
10/12/2013,No Carolina State,North Carolina,Syracuse,New York,10,24,-14,426
10/12/2013,Houston,Texas,Memphis,Tennessee,25,15,10,916.9
10/12/2013,Florida Intl,Florida,U-A-B,Alabama,24,27,-3,547
10/12/2013,Florida Atlantic,Florida,Marshall,Tennessee,23,24,-1,718.2
10/12/2013,Texas Christian,Texas,Kansas,Kansas,27,17,10,640.8
10/12/2013,North Texas,Texas,Middle Tennessee,Tennessee,34,7,27,916.9
10/12/2013,Texas State,Texas,UL-Monroe,Louisiana,14,21,-7,570.2
10/12/2013,Utah State,Utah,Boise State,Idaho,23,34,-11,520.2
10/12/2013,Washington State,Washington,Oregon State,Oregon,24,52,-28,359
10/12/2013,UTEP,Texas,Tulsa,Oklahoma,20,34,-14,330.7
10/12/2013,Nevada-Las Vegas,Nevada,Hawaii,Hawaii,39,37,2,2666
10/12/2013,Auburn,Alabama,Western Carolina,North Carolina,62,3,59,584.9
10/11/2013,Cincinnati,Ohio,Temple,Pennsylvania,38,20,18,354.5
10/10/2013,Louisville,Kentucky,Rutgers,New Jersey,24,10,14,680.6
10/10/2013,Air Force,Colorado,San Diego State,California,20,27,-7,1174
10/10/2013,Southern Cal,California,Arizona,Arizona,38,31,7,398
10/5/2013,Navy,Maryland,Air Force,Colorado,28,10,18,1738.8
10/5/2013,Iowa,Iowa,Michigan State,Michigan,14,26,-12,582.9
10/5/2013,Temple,Pennsylvania,Louisville,Kentucky,7,30,-23,554.1
10/5/2013,Toledo,Ohio,Western Michigan,Michigan,47,20,27,367
10/5/2013,Buffalo,New York,Eastern Michigan,Michigan,42,14,28,816.4
10/5/2013,Alabama,Alabama,Georgia State,Georgia,45,3,42,277.8
10/5/2013,Boston College,Massachusetts,Army,New York,48,27,21,203.2
10/5/2013,Miami-Ohio,Ohio,Central Michigan,Michigan,9,21,-12,367
10/5/2013,Virginia,Virginia,Ball State,Indiana,27,48,-21,587.6
10/5/2013,Florida State,Florida,Maryland,Maryland,63,0,63,949
10/5/2013,Miami-Florida,Florida,Georgia Tech,Georgia,45,30,15,365.7
10/5/2013,Syracuse,New York,Clemson,South Carolina,14,49,-35,641
10/5/2013,Wake Forest,North Carolina,No Carolina State,North Carolina,28,13,15,100
10/5/2013,Nebraska,Nebraska,Illinois,Illinois,39,19,20,654.2
10/5/2013,Marshall,Tennessee,Texas-San Antonio,Texas,34,10,24,916.9
10/5/2013,Tulane,Louisiana,North Texas,Texas,24,21,3,570.2
10/5/2013,Colorado,Colorado,Oregon,Oregon,16,57,-41,1109.7
10/5/2013,Tennessee,Tennessee,Georgia,Georgia,31,34,-3,376.4
10/5/2013,Florida,Florida,Arkansas,Arkansas,30,10,20,991.7
10/5/2013,Mississippi State,Mississippi,Louisiana State,Louisiana,26,59,-33,232.7
10/5/2013,Tulsa,Oklahoma,Rice,Texas,27,30,-3,341.4
10/5/2013,Virginia Tech,Virginia,North Carolina,North Carolina,27,17,10,154.9
10/5/2013,Oklahoma,Oklahoma,Texas Christian,Texas,20,17,3,341.4
10/5/2013,South Florida,Florida,Cincinnati,Ohio,26,20,6,1060.2
10/5/2013,Oklahoma State,Oklahoma,Kansas State,Kansas,33,29,4,357
10/5/2013,Vanderbilt,Tennessee,Missouri,Missouri,28,51,-23,1800.6
10/5/2013,Michigan,Michigan,Minnesota,Minnesota,42,13,29,702.2
10/5/2013,Memphis,Tennessee,U-C-F,Florida,17,24,-7,718.2
10/5/2013,S-M-U,Texas,Rutgers,New Jersey,52,55,-3,1742.6
10/5/2013,Idaho,Idaho,Fresno State,California,14,61,-47,908.3
10/5/2013,UL-Lafayette,Louisiana,Texas State,Texas,48,24,24,570.2
10/5/2013,Troy,Alabama,South Alabama,Alabama,34,33,1,100
10/5/2013,New Mexico,New Mexico,New Mexico State,New Mexico,66,17,49,100
10/5/2013,California,California,Washington State,Washington,22,44,-22,954.6
10/5/2013,Stanford,California,Washington,Washington,31,28,3,954.6
10/5/2013,Kent State,Ohio,Northern Illinois,Illinois,24,38,-14,412.1
10/5/2013,Auburn,Alabama,Mississippi,Mississippi,30,22,8,157.9
10/5/2013,South Carolina,South Carolina,Kentucky,Kentucky,35,28,7,426.6
10/5/2013,Southern Miss,Mississippi,Florida Intl,Florida,23,24,-1,730.2
10/5/2013,Bowling Green,Kentucky,Massachusetts,Massachusetts,28,7,21,907.8
10/5/2013,U-A-B,Alabama,Florida Atlantic,Florida,23,37,-14,547
10/5/2013,Kansas,Kansas,Texas Tech,Texas,16,54,-38,640.8
10/5/2013,Middle Tennessee,Tennessee,East Carolina,North Carolina,17,24,-7,553.8
10/5/2013,Akron,Ohio,Ohio,Ohio,3,43,-40,100
10/5/2013,Notre Dame,Indiana,Arizona State,Arizona,37,34,3,1545.6
10/5/2013,Baylor,Texas,West Virginia,West Virginia,73,42,31,1360.7
10/5/2013,UTEP,Texas,Louisiana Tech,Louisiana,35,38,-3,570.2
10/5/2013,Northwestern,Illinois,Ohio State,Ohio,30,40,-10,412.1
10/5/2013,Indiana,Indiana,Penn State,Pennsylvania,44,24,20,558.5
10/5/2013,Hawaii,Hawaii,San Jose State,California,27,37,-10,2467
10/4/2013,Utah State,Utah,Brigham Young,Utah,14,31,-17,100
10/4/2013,San Diego State,California,Nevada-Reno,Nevada,51,44,7,556.6
10/3/2013,Iowa State,Iowa,Texas,Texas,30,31,-1,915.8
10/3/2013,UL-Monroe,Louisiana,Western Kentucky,Kentucky,10,31,-21,824.6
10/3/2013,Utah,Utah,U.C.L.A.,California,27,34,-7,793.2
9/28/2013,Pittsburgh,Pennsylvania,Virginia,Virginia,14,3,11,376.3
9/28/2013,Purdue,Indiana,Northern Illinois,Illinois,24,55,-31,206.4
9/28/2013,Duke,North Carolina,Troy,Alabama,38,31,7,584.9
9/28/2013,Buffalo,New York,Connecticut,Connecticut,41,12,29,100.1
9/28/2013,Ball State,Indiana,Toledo,Ohio,31,24,7,240.7
9/28/2013,No Carolina State,North Carolina,Central Michigan,Michigan,48,14,34,858.7
9/28/2013,Western Michigan,Michigan,Kent State,Ohio,14,32,-18,367
9/28/2013,North Carolina,North Carolina,East Carolina,North Carolina,31,55,-24,100
9/28/2013,Boston College,Massachusetts,Florida State,Florida,34,48,-14,1352.5
9/28/2013,Vanderbilt,Tennessee,U-A-B,Alabama,52,24,28,258
9/28/2013,Illinois,Illinois,Miami-Ohio,Ohio,50,14,36,412.1
9/28/2013,Texas Christian,Texas,S-M-U,Texas,48,17,31,100
9/28/2013,Missouri,Missouri,Arkansas State,Arkansas,41,19,22,242.6
9/28/2013,Minnesota,Minnesota,Iowa,Iowa,7,23,-16,404.2
9/28/2013,Colorado State,Colorado,UTEP,Texas,59,42,17,772.2
9/28/2013,Georgia,Georgia,Louisiana State,Louisiana,44,41,3,682.1
9/28/2013,Washington,Washington,Arizona,Arizona,31,13,18,1441.1
9/28/2013,Alabama,Alabama,Mississippi,Mississippi,25,0,25,157.9
9/28/2013,Oregon,Oregon,California,California,55,16,39,667
9/28/2013,Arizona State,Arizona,Southern Cal,California,62,41,21,398
9/28/2013,Louisiana Tech,Louisiana,Army,New York,16,35,-19,1379.7
9/28/2013,Arkansas,Arkansas,Texas A+M,Texas,33,45,-12,584.1
9/28/2013,Notre Dame,Indiana,Oklahoma,Oklahoma,21,35,-14,804.8
9/28/2013,Boise State,Montana,Southern Miss,Mississippi,60,7,53,1840
9/28/2013,South Florida,Florida,Miami-Florida,Florida,21,49,-28,100
9/28/2013,Clemson,South Carolina,Wake Forest,North Carolina,56,7,49,183
9/28/2013,Idaho,Idaho,Temple,Pennsylvania,26,24,2,2295.3
9/28/2013,UL-Monroe,Louisiana,Tulane,Louisiana,14,31,-17,100
9/28/2013,Texas-San Antonio,Texas,Houston,Texas,28,59,-31,100
9/28/2013,Bowling Green,Kentucky,Akron,Ohio,31,14,17,248.9
9/28/2013,Oregon State,Oregon,Colorado,Colorado,44,17,27,1109.7
9/28/2013,U-C-F,Florida,South Carolina,South Carolina,25,28,-3,497.6
9/28/2013,Kentucky,Kentucky,Florida,Florida,7,24,-17,861.1
9/28/2013,Washington State,Washington,Stanford,California,17,55,-38,954.6
9/28/2013,Texas State,Texas,Wyoming,Wyoming,42,21,21,1048
9/28/2013,Western Kentucky,Kentucky,Navy,Maryland,19,7,12,543.5
9/28/2013,Rice,Texas,Florida Atlantic,Florida,18,14,4,1366
9/28/2013,Tennessee,Tennessee,South Alabama,Alabama,31,24,7,258
9/28/2013,Nevada-Reno,Nevada,Air Force,Colorado,45,42,3,802.7
9/28/2013,West Virginia,West Virginia,Oklahoma State,Oklahoma,30,21,9,1118.9
9/28/2013,Ohio State,Ohio,Wisconsin,Wisconsin,31,24,7,484.9
9/28/2013,New Mexico,New Mexico,Nevada-Las Vegas,Nevada,42,56,-14,912.5
9/28/2013,New Mexico State,New Mexico,San Diego State,California,16,26,-10,992.4
9/28/2013,Hawaii,Hawaii,Fresno State,California,37,42,-5,2467
9/27/2013,Brigham Young,Utah,Middle Tennessee,Tennessee,37,10,27,1667.7
9/27/2013,San Jose State,California,Utah State,Utah,12,40,-28,793.2
9/26/2013,Georgia Tech,Georgia,Virginia Tech,Virginia,10,17,-7,510.9
9/26/2013,Tulsa,Oklahoma,Iowa State,Iowa,21,38,-17,632.1
9/21/2013,Georgia,Georgia,North Texas,Texas,45,21,24,1158.4
9/21/2013,Louisville,Kentucky,Florida Intl,Florida,72,0,72,861.1
9/21/2013,Iowa,Iowa,Western Michigan,Michigan,59,3,56,582.9
9/21/2013,Massachusetts,Massachusetts,Vanderbilt,Tennessee,7,24,-17,1126.5
9/21/2013,Florida,Florida,Tennessee,Tennessee,31,17,14,718.2
9/21/2013,Army,New York,Wake Forest,North Carolina,11,25,-14,426
9/21/2013,Duke,North Carolina,Pittsburgh,Pennsylvania,55,58,-3,489.4
9/21/2013,Connecticut,Connecticut,Michigan,Michigan,21,24,-3,811.5
9/21/2013,Wisconsin,Wisconsin,Purdue,Indiana,41,10,31,342.8
9/21/2013,Eastern Michigan,Michigan,Ball State,Indiana,20,51,-31,324.9
9/21/2013,Penn State,Pennsylvania,Kent State,Ohio,34,0,34,351.3
9/21/2013,Virginia Tech,Virginia,Marshall,Tennessee,29,21,8,552.6
9/21/2013,Miami-Ohio,Ohio,Cincinnati,Ohio,0,14,-14,100
9/21/2013,Georgia Tech,Georgia,North Carolina,North Carolina,28,20,8,428.9
9/21/2013,Maryland,Maryland,West Virginia,West Virginia,37,0,37,329.2
9/21/2013,Minnesota,Minnesota,San Jose State,California,43,24,19,2407.1
9/21/2013,Mississippi State,Mississippi,Troy,Alabama,62,7,55,157.9
9/21/2013,Baylor,Texas,UL-Monroe,Louisiana,70,7,63,570.2
9/21/2013,Air Force,Colorado,Wyoming,Wyoming,23,56,-33,394.5
9/21/2013,Brigham Young,Utah,Utah,Utah,13,20,-7,100
9/21/2013,Nevada-Reno,Nevada,Hawaii,Hawaii,31,9,22,2666
9/21/2013,Southern Cal,California,Utah State,Utah,17,14,3,793.2
9/21/2013,Texas A+M,Texas,S-M-U,Texas,42,13,29,100
9/21/2013,Houston,Texas,Rice,Texas,31,26,5,100
9/21/2013,Notre Dame,Indiana,Michigan State,Michigan,17,13,4,324.9
9/21/2013,Texas,Texas,Kansas State,Kansas,31,21,10,640.8
9/21/2013,Memphis,Tennessee,Arkansas State,Arkansas,31,7,24,356.8
9/21/2013,Kansas,Kansas,Louisiana Tech,Louisiana,13,10,3,855.3
9/21/2013,Alabama,Alabama,Colorado State,Colorado,31,6,25,1452.3
9/21/2013,Rutgers,New Jersey,Arkansas,Arkansas,28,24,4,1183.5
9/21/2013,Stanford,California,Arizona State,Arizona,42,28,14,398
9/21/2013,Akron,Ohio,UL-Lafayette,Louisiana,30,35,-5,1013.4
9/21/2013,Washington State,Washington,Idaho,Idaho,42,0,42,584.5
9/21/2013,Florida Atlantic,Florida,Middle Tennessee,Tennessee,35,42,-7,718.2
9/21/2013,Syracuse,New York,Tulane,Louisiana,52,17,35,1379.7
9/21/2013,Central Michigan,Michigan,Toledo,Ohio,17,38,-21,367
9/21/2013,Texas Tech,Texas,Texas State,Texas,33,7,26,100
9/21/2013,San Diego State,California,Oregon State,Oregon,30,34,-4,667
9/21/2013,Louisiana State,Louisiana,Auburn,Alabama,35,21,14,389.3
9/21/2013,UTEP,Texas,Texas-San Antonio,Texas,13,32,-19,100
9/21/2013,Indiana,Indiana,Missouri,Missouri,28,45,-17,389
9/21/2013,U.C.L.A.,California,New Mexico State,New Mexico,59,13,46,991.6
9/21/2013,Miami-Florida,Florida,Savannah State,Georgia,77,7,70,365.7
9/21/2013,Nebraska,Nebraska,South Dakota State,South Dakota,59,20,39,222.3
9/21/2013,Georgia State,Georgia,Jacksonville St,Alabama,26,32,-6,277.8
9/21/2013,Ohio,Ohio,Austin Peay,Tennessee,38,0,38,480.5
9/21/2013,U-A-B,Alabama,Northwestern St(LA),Louisiana,52,28,24,389.3
9/21/2013,Florida State,Florida,Bethune-Cookman,Florida,54,6,48,100
9/21/2013,Bowling Green,Kentucky,Murray State,Kentucky,48,7,41,100
9/21/2013,Virginia,Virginia,Virginia Military,Virginia,49,0,49,100
9/21/2013,Washington,Washington,Idaho State,Idaho,56,0,56,584.5
9/21/2013,Northern Illinois,Illinois,Eastern Illinois,Illinois,43,39,4,100
9/21/2013,Ohio State,Ohio,Florida A+M,Florida,76,0,76,1060.2
9/21/2013,Western Kentucky,Kentucky,Morgan State,Maryland,58,17,41,543.5
9/21/2013,Northwestern,Illinois,Maine,Maine,35,21,14,1344
9/21/2013,Nevada-Las Vegas,Nevada,Western Illinois,Illinois,38,7,31,1735.9
9/20/2013,Fresno State,California,Boise State,Idaho,41,40,1,909
9/19/2013,No Carolina State,North Carolina,Clemson,South Carolina,14,26,-12,183
9/14/2013,Rutgers,New Jersey,Eastern Michigan,Michigan,28,10,18,836.3
9/14/2013,Army,New York,Stanford,California,20,34,-14,2915.5
9/14/2013,West Virginia,West Virginia,Georgia State,Georgia,41,7,34,592.2
9/14/2013,Kentucky,Kentucky,Louisville,Kentucky,13,27,-14,100
9/14/2013,Ohio,Ohio,Marshall,Tennessee,34,31,3,480.5
9/14/2013,Michigan,Michigan,Akron,Ohio,28,24,4,367
9/14/2013,Indiana,Indiana,Bowling Green,Kentucky,42,10,32,243.4
9/14/2013,East Carolina,North Carolina,Virginia Tech,Virginia,10,15,-5,154.9
9/14/2013,Connecticut,Connecticut,Maryland,Maryland,21,32,-11,302.5
9/14/2013,Pittsburgh,Pennsylvania,New Mexico,New Mexico,49,27,22,1813.4
9/14/2013,Wake Forest,North Carolina,UL-Monroe,Louisiana,19,21,-2,946.9
9/14/2013,South Alabama,Alabama,Western Kentucky,Kentucky,31,24,7,499.6
9/14/2013,Florida State,Florida,Nevada-Reno,Nevada,62,7,55,2620.4
9/14/2013,Nebraska,Nebraska,U.C.L.A.,California,21,41,-20,1459.4
9/14/2013,Duke,North Carolina,Georgia Tech,Georgia,14,38,-24,428.9
9/14/2013,Oregon,Oregon,Tennessee,Tennessee,59,14,45,2256.9
9/14/2013,Texas,Texas,Mississippi,Mississippi,23,44,-21,673.3
9/14/2013,Southern Cal,California,Boston College,Massachusetts,35,7,28,3096.7
9/14/2013,Iowa State,Iowa,Iowa,Iowa,21,27,-6,100
9/14/2013,Texas A+M,Texas,Alabama,Alabama,42,49,-7,829.8
9/14/2013,Idaho,Idaho,Northern Illinois,Illinois,35,45,-10,1644.9
9/14/2013,Auburn,Alabama,Mississippi State,Mississippi,24,20,4,157.9
9/14/2013,Illinois,Illinois,Washington,Washington,24,34,-10,770.5
9/14/2013,Penn State,Pennsylvania,U-C-F,Florida,31,34,-3,1126.5
9/14/2013,North Texas,Texas,Ball State,Indiana,34,27,7,1109.5
9/14/2013,Middle Tennessee,Tennessee,Memphis,Tennessee,17,15,2,100
9/14/2013,Arkansas,Arkansas,Southern Miss,Mississippi,24,3,21,321.9
9/14/2013,South Carolina,South Carolina,Vanderbilt,Tennessee,35,25,10,425.5
9/14/2013,Oklahoma,Oklahoma,Tulsa,Oklahoma,51,20,31,100
9/14/2013,California,California,Ohio State,Ohio,34,52,-18,2405.5
9/14/2013,Kansas State,Kansas,Massachusetts,Massachusetts,37,7,30,1652.1
9/14/2013,South Florida,Florida,Florida Atlantic,Florida,10,28,-18,100
9/14/2013,Rice,Texas,Kansas,Kansas,23,14,9,640.8
9/14/2013,Louisiana State,Louisiana,Kent State,Ohio,45,13,32,1013.4
9/14/2013,Purdue,Indiana,Notre Dame,Indiana,24,31,-7,100
9/14/2013,New Mexico State,New Mexico,UTEP,Texas,21,42,-21,449.2
9/14/2013,Northwestern,Illinois,Western Michigan,Michigan,38,17,21,409.6
9/14/2013,Arizona,Arizona,Texas-San Antonio,Texas,38,13,25,826.1
9/14/2013,Utah,Utah,Oregon State,Oregon,48,51,-3,783.3
9/14/2013,Nevada-Las Vegas,Nevada,Central Michigan,Michigan,31,21,10,2058.5
9/14/2013,Arizona State,Arizona,Wisconsin,Wisconsin,32,30,2,1693.3
9/14/2013,Minnesota,Minnesota,Western Illinois,Illinois,29,12,17,624.4
9/14/2013,Temple,Pennsylvania,Fordham,New York,29,30,-1,200.2
9/14/2013,Michigan State,Michigan,Youngstown State,Ohio,55,17,38,367
9/14/2013,Navy,Maryland,Delaware,Delaware,51,7,44,73.3
9/14/2013,Buffalo,New York,Stony Brook,New York,26,23,3,100
9/14/2013,Syracuse,New York,Wagner,New York,54,0,54,100
9/14/2013,Florida Intl,Florida,Bethune-Cookman,Florida,13,34,-21,100
9/14/2013,Colorado State,Colorado,Cal-San Luis Obispo,California,34,17,17,1174
9/14/2013,Toledo,Ohio,Eastern Washington,Washington,33,21,12,443.6
9/14/2013,UL-Lafayette,Louisiana,Nicholls State,Louisiana,70,7,63,100
9/14/2013,Cincinnati,Ohio,Northwestern St(LA),Louisiana,66,9,57,1013.4
9/14/2013,Oklahoma State,Oklahoma,Lamar,Texas,59,3,56,341.4
9/14/2013,Wyoming,Wyoming,Northern Colorado,Colorado,35,7,28,394.5
9/14/2013,Utah State,Utah,Weber State,Utah,70,6,64,100
9/14/2013,Washington State,Washington,Southern Utah,Utah,48,10,38,980.4
9/13/2013,Boise State,Montana,Air Force,Colorado,42,20,22,779.4
9/12/2013,Texas Tech,Texas,Texas Christian,Texas,20,10,10,100
9/12/2013,Louisiana Tech,Louisiana,Tulane,Louisiana,15,24,-9,100
9/12/2013,Arkansas State,Arkansas,Troy,Alabama,41,34,7,430.6
9/7/2013,Miami-Florida,Florida,Florida,Florida,21,16,5,100
9/7/2013,Kentucky,Kentucky,Miami-Ohio,Ohio,41,7,34,248.9
9/7/2013,Michigan State,Michigan,South Florida,Florida,21,6,15,1392.4
9/7/2013,Texas-San Antonio,Texas,Oklahoma State,Oklahoma,35,56,-21,330.7
9/7/2013,Temple,Pennsylvania,Houston,Texas,13,22,-9,1621.9
9/7/2013,Ohio,Ohio,North Texas,Texas,27,21,6,1284.5
9/7/2013,North Carolina,North Carolina,Middle Tennessee,Tennessee,40,20,20,554.2
9/7/2013,Illinois,Illinois,Cincinnati,Ohio,45,17,28,412.1
9/7/2013,Oklahoma,Oklahoma,West Virginia,West Virginia,16,7,9,1118.9
9/7/2013,Georgia,Georgia,South Carolina,South Carolina,41,30,11,183.9
9/7/2013,Ohio State,Ohio,San Diego State,California,42,7,35,2405.5
9/7/2013,Air Force,Colorado,Utah State,Utah,20,52,-32,429
9/7/2013,Tulane,Louisiana,South Alabama,Alabama,39,41,-2,389.3
9/7/2013,Virginia,Virginia,Oregon,Oregon,10,59,-49,2641
9/7/2013,Memphis,Tennessee,Duke,North Carolina,14,28,-14,553.8
9/7/2013,Northwestern,Illinois,Syracuse,New York,48,27,21,917.6
9/7/2013,Indiana,Indiana,Navy,Maryland,35,41,-6,616.3
9/7/2013,Nebraska,Nebraska,Southern Miss,Mississippi,56,13,43,1042.4
9/7/2013,Brigham Young,Utah,Texas,Texas,40,21,19,1018.4
9/7/2013,Louisiana State,Louisiana,U-A-B,Alabama,56,17,39,389.3
9/7/2013,Missouri,Missouri,Toledo,Ohio,38,23,15,564.7
9/7/2013,Tulsa,Oklahoma,Colorado State,Colorado,30,27,3,792.4
9/7/2013,Auburn,Alabama,Arkansas State,Arkansas,38,9,29,431.5
9/7/2013,Ball State,Indiana,Army,New York,40,14,26,737.7
9/7/2013,Penn State,Pennsylvania,Eastern Michigan,Michigan,45,7,38,636.3
9/7/2013,Baylor,Texas,Buffalo,New York,70,13,57,1768.7
9/7/2013,Kent State,Ohio,Bowling Green,Kentucky,22,41,-19,248.9
9/7/2013,Tennessee,Tennessee,Western Kentucky,Kentucky,52,20,32,268.5
